ID,Simplified,Traditional,Pinyin,POS,Level,WebNo,WebPinyin,OCR,Variants,CEDICT
L4-0620,赏,賞,shǎng,V,4,6939,shǎng,赏,,賞|赏[shang3]
L4-0621,上个月,上個月,shàng ge yuè,,4,6951,shàng ge yuè,上个月,,上個月|上个月[shang4 ge4 yue4]
L4-0622,上楼,上樓,shàng lóu,,4,6958,shàng lóu,上楼,,上樓|上楼[shang4 lou2]
L4-0623,上门,上門,shàngmén,,4,6959,shàng∥mén,上门,,上門|上门[shang4 men2]
L4-0624,烧,燒,shāo,V,4,6988,shāo,烧,,燒|烧[shao1]
L4-0625,设施,設施,shèshī,N,4,7020,shèshī,设施,,設施|设施[she4 shi1]
L4-0626,设置,設置,shèzhì,V,4,7022,shèzhì,设置,,設置|设置[she4 zhi4]
L4-0627,申请,申請,shēnqǐng,V,4,7044,shēnqǐng,申请,,申請|申请[shen1 qing3]
L4-0628,身材,身材,shēncái,N,4,7051,shēncái,身材,,身材|身材[shen1 cai2]
L4-0629,身份,身份,shēnfèn,N,4,7052,shēn·fèn,身份,,身份|身份[shen1 fen4]
L4-0630,身高,身高,shēngāo,N,4,7054,shēngāo,身高,,身高|身高[shen1 gao1]
L4-0631,深厚,深厚,shēnhòu,Adj,4,7067,shēnhòu,深厚,,深厚|深厚[shen1 hou4]
L4-0632,神话,神話,shénhuà,N,4,7083,shénhuà,神话,,神話|神话[shen2 hua4]
L4-0633,神秘,神秘,shénmì,Adj,4,7085,shénmì,神秘,,神秘|神秘[shen2 mi4]
L4-0634,甚至,甚至,shènzhì,Conj,4,7101,shènzhì,甚至,,甚至|甚至[shen4 zhi4]
L4-0635,失败,失敗,shībài,V/Adj,4,7169,shībài,失败,,失敗|失败[shi1 bai4]
L4-0636,失望,失望,shīwàng,Adj,4,7179,shīwàng,失望,,失望|失望[shi1 wang4]
L4-0637,失业,失業,shīyè,,4,7182,shī∥yè,失业,,失業|失业[shi1 ye4]
L4-0638,诗,詩,shī,N,4,7191,shī,诗,,詩|诗[shi1]
L4-0639,诗人,詩人,shīrén,N,4,7193,shīrén,诗人,,詩人|诗人[shi1 ren2]
L4-0640,湿,濕,shī,Adj,4,7199,shī,湿,,濕|湿[shi1]
L4-0641,实施,實施,shíshī,V,4,7243,shíshī,实施,,實施|实施[shi2 shi1]
L4-0642,实用,實用,shíyòng,Adj,4,7252,shíyòng,实用,,實用|实用[shi2 yong4]
L4-0643,食堂,食堂,shítáng,N,4,7259,shítáng,食堂,,食堂|食堂[shi2 tang2]
L4-0644,使劲,使勁,shǐjìn,,4,7267,shǐ∥jìn,使劲,,使勁|使劲[shi3 jin4]
L4-0645,士兵,士兵,shìbīng,N,4,7272,shìbīng,士兵,,士兵|士兵[shi4 bing1]
L4-0646,市区,市區,shìqū,N,4,7288,shìqū,市区,,市區|市区[shi4 qu1]
L4-0647,似的,似的,shìde,Aux,4,7291,shìde,似的,,似的|似的[shi4 de5]
L4-0648,事物,事物,shìwù,N,4,7307,shìwù,事物,,事物|事物[shi4 wu4]
L4-0649,事先,事先,shìxiān,N,4,7308,shìxiān,事先,,事先|事先[shi4 xian1]
L4-0650,试卷,試卷,shìjuàn,N,4,7315,shìjuàn,试卷,,試卷|试卷[shi4 juan4]
L4-0651,是否,是否,shìfǒu,Adv,4,7335,shìfǒu,是否,,是否|是否[shi4 fou3]
L4-0652,收回,收回,shōuhuí,,4,7354,shōu∥huí,收回,,收回|收回[shou1 hui2]
L4-0653,收获,收穫,shōuhuò,V/N,4,7355,shōuhuò,收获,,收穫|收获[shou1 huo4]
L4-0654,收益,收益,shōuyì,N,4,7369,shōuyì,收益,,收益|收益[shou1 yi4]
L4-0655,手工,手工,shǒugōng,N,4,7379,shǒugōng,手工,,手工|手工[shou3 gong1]
L4-0656,手里,手裡,shǒu li,,4,7382,shǒu li,手里,,手裡|手里[shou3 li3]
L4-0657,手术,手術,shǒushù,N,4,7386,shǒushù,手术,,手術|手术[shou3 shu4]
L4-0658,手套,手套,shǒutào,N,4,7388,shǒutào,手套,,手套|手套[shou3 tao4]
L4-0659,守,守,shǒu,V,4,7396,shǒu,守,,守|守[shou3]
L4-0660,首,首,shǒu,M,4,7400,shǒu,首（量）,,首|首[shou3]
L4-0661,受不了,受不了,shòubuliǎo,V,4,7416,shòubuliǎo,受不了,,受不了|受不了[shou4 bu4 liao3]
L4-0662,售货员,售貨員,shòuhuòyuán,N,4,7431,shòuhuòyuán,售货员,,售貨員|售货员[shou4 huo4 yuan2]
L4-0663,叔叔,叔叔,shūshu,N,4,7450,shūshu,叔叔,,叔叔|叔叔[shu1 shu5]
L4-0664,舒适,舒適,shūshì,Adj,4,7456,shūshì,舒适,,舒適|舒适[shu1 shi4]
L4-0665,熟练,熟練,shúliàn,Adj,4,7471,shúliàn,熟练,,熟練|熟练[shu2 lian4]
L4-0666,暑假,暑假,shǔjià,N,4,7474,shǔjià,暑假,,暑假|暑假[shu3 jia4]
L4-0667,树林,樹林,shùlín,N,4,7489,shùlín,树林,,樹林|树林[shu4 lin2]
L4-0668,树叶,樹葉,shùyè,N,4,7492,shùyè,树叶,,樹葉|树叶[shu4 ye4]
L4-0669,数据,數據,shùjù,N,4,7497,shùjù,数据,,數據|数据[shu4 ju4]
L4-0670,数码,數碼,shùmǎ,N,4,7500,shùmǎ,数码,,數碼|数码[shu4 ma3]
L4-0671,刷,刷,shuā,V,4,7503,shuā,刷,,刷|刷[shua1]
L4-0672,刷牙,刷牙,shuā yá,,4,7505,shuā yá,刷牙,,刷牙|刷牙[shua1 ya2]
L4-0673,刷子,刷子,shuāzi,N,4,7506,shuāzi,刷子,,刷子|刷子[shua1 zi5]
L4-0674,帅,帥,shuài,Adj,4,7518,shuài,帅,,帥|帅[shuai4]
L4-0675,帅哥,帥哥,shuàigē,N,4,7519,shuàigē,帅哥,,帥哥|帅哥[shuai4 ge1]
L4-0676,率先,率先,shuàixiān,Adv,4,7522,shuàixiān,率先,,率先|率先[shuai4 xian1]
L4-0677,睡着,睡著,shuìzháo,,4,7569,shuìzháo,睡着,,睡著|睡着[shui4 zhao2]
L4-0678,顺序,順序,shùnxù,N,4,7582,shùnxù,顺序,,順序|顺序[shun4 xu4]
L4-0679,说不定,說不定,shuōbudìng,V/Adv,4,7588,shuōbudìng,说不定,,說不定|说不定[shuo1 bu5 ding4]
L4-0680,说服,說服,shuōfú,V,4,7593,shuōfú,说服,,說服|说服[shuo1 fu2]
L4-0681,思考,思考,sīkǎo,V,4,7624,sīkǎo,思考,,思考|思考[si1 kao3]
L4-0682,似乎,似乎,sìhū,Adv,4,7645,sìhū,似乎,,似乎|似乎[si4 hu1]
L4-0683,松,鬆,sōng,Adj/V,4,7650,sōng,松,,鬆|松[song1]
L4-0684,松树,松樹,sōngshù,N,4,7653,sōngshù,松树,,松樹|松树[song1 shu4]
L4-0685,塑料,塑料,sùliào,N,4,7686,sùliào,塑料,,塑料|塑料[su4 liao4]
L4-0686,塑料袋,塑料袋,sùliàodài,N,4,7687,sùliàodài,塑料袋,,塑料袋|塑料袋[su4 liao4 dai4]
L4-0687,酸,酸,suān,Adj,4,7689,suān,酸,,酸|酸[suan1]
L4-0688,酸奶,酸奶,suānnǎi,N,4,7690,suānnǎi,酸奶,,酸奶|酸奶[suan1 nai3]
L4-0689,随手,隨手,suíshǒu,Adv,4,7712,suíshǒu,随手,,隨手|随手[sui2 shou3]
L4-0690,孙女,孫女,sūnnǚ,N,4,7722,sūn·nǚ,孙女,,孫女|孙女[sun1 nu:3]
L4-0691,孙子,孫子,sūnzi,N,4,7723,sūnzi,孙子,,孫子|孙子[sun1 zi5]
L4-0692,缩短,縮短,suōduǎn,V,4,7731,suōduǎn,缩短,,縮短|缩短[suo1 duan3]
L4-0693,缩小,縮小,suōxiǎo,V,4,7733,suōxiǎo,缩小,,縮小|缩小[suo1 xiao3]
L4-0694,台阶,臺階,táijiē,N,4,7766,táijiē,台阶,,臺階|台阶[tai2 jie1]
L4-0695,台上,臺上,táishàng,N,4,7768,táishàng,台上,,臺上|台上[tai2 shang4]
L4-0696,躺,躺,tǎng,V,4,7824,tǎng,躺,,躺|躺[tang3]
L4-0697,套餐,套餐,tàocān,N,4,7852,tàocān,套餐,,套餐|套餐[tao4 can1]
L4-0698,特价,特價,tèjià,N,4,7861,tèjià,特价,,特價|特价[te4 jia4]
L4-0699,特殊,特殊,tèshū,Adj,4,7866,tèshū,特殊,,特殊|特殊[te4 shu1]
L4-0700,特征,特徵,tèzhēng,N,4,7871,tèzhēng,特征,,特徵|特征[te4 zheng1]
L4-0701,提供,提供,tígōng,V,4,7887,tígōng,提供,,提供|提供[ti2 gong1]
L4-0702,提醒,提醒,tíxǐng,,4,7898,tí∥xǐng,提醒,,提醒|提醒[ti2 xing3]
L4-0703,体操,體操,tǐcāo,N,4,7904,tǐcāo,体操,,體操|体操[ti3 cao1]
L4-0704,体检,體檢,tǐjiǎn,V,4,7907,tǐjiǎn,体检,,體檢|体检[ti3 jian3]
L4-0705,体重,體重,tǐzhòng,N,4,7922,tǐzhòng,体重,,體重|体重[ti3 zhong4]
L4-0706,替,替,tì,V/Prep,4,7924,tì,替,,替|替[ti4]
L4-0707,替代,替代,tìdài,V,4,7925,tìdài,替代,,替代|替代[ti4 dai4]
L4-0708,天真,天真,tiānzhēn,Adj,4,7950,tiānzhēn,天真,,天真|天真[tian1 zhen1]
L4-0709,填,填,tián,V,4,7960,tián,填,,填|填[tian2]
L4-0710,填空,填空,tiánkòng,,4,7963,tián∥kòng,填空,,填空|填空[tian2 kong4]
L4-0711,挑,挑,tiāo,V,4,7966,tiāo,挑,,挑|挑[tiao1]
L4-0712,挑选,挑選,tiāoxuǎn,V,4,7968,tiāoxuǎn,挑选,,挑選|挑选[tiao1 xuan3]
L4-0713,调皮,調皮,tiáopí,Adj,4,7980,tiáopí,调皮,,調皮|调皮[tiao2 pi2]
L4-0714,挑,挑,tiǎo,V,4,7983,tiǎo,挑,,挑|挑[tiao3]
L4-0715,挑战,挑戰,tiǎozhàn,,4,7986,tiǎo∥zhàn,挑战,,挑戰|挑战[tiao3 zhan4]
L4-0716,贴,貼,tiē,V,4,7996,tiē,贴,,貼|贴[tie1]
L4-0717,停下,停下,tíngxia,,4,8023,tíngxia,停下,,停下|停下[ting2 xia4]
L4-0718,挺,挺,tǐng,V,4,8027,tǐng,挺（动）,,挺|挺[ting3]
L4-0719,通知书,通知書,tōngzhīshū,N,4,8052,tōngzhīshū,通知书,,通知書|通知书[tong1 zhi1 shu1]
L4-0720,同情,同情,tóngqíng,V,4,8065,tóngqíng,同情,,同情|同情[tong2 qing2]
L4-0721,童话,童話,tónghuà,N,4,8077,tónghuà,童话,,童話|童话[tong2 hua4]
L4-0722,童年,童年,tóngnián,N,4,8078,tóngnián,童年,,童年|童年[tong2 nian2]
L4-0723,统计,統計,tǒngjì,V,4,8080,tǒngjì,统计,,統計|统计[tong3 ji4]
L4-0724,统一,統一,tǒngyī,V/Adj,4,8082,tǒngyī,统一,,統一|统一[tong3 yi1]
L4-0725,痛快,痛快,tòngkuài,Adj,4,8090,tòng·kuài,痛快,,痛快|痛快[tong4 kuai4]
L4-0726,投,投,tóu,V,4,8110,tóu,投,,投|投[tou2]
L4-0727,投入,投入,tóurù,V/N,4,8115,tóurù,投入,,投入|投入[tou2 ru4]
L4-0728,投诉,投訴,tóusù,V,4,8118,tóusù,投诉,,投訴|投诉[tou2 su4]
L4-0729,投资,投資,tóuzī,N,4,8120,tóuzī,投资,,投資|投资[tou2 zi1]
L4-0730,透,透,tòu,V/Adj,4,8121,tòu,透,,透|透[tou4]
L4-0731,透明,透明,tòumíng,Adj,4,8125,tòumíng,透明,,透明|透明[tou4 ming2]
L4-0732,图案,圖案,tú'àn,N,4,8139,tú'àn,图案,,圖案|图案[tu2 an4]
L4-0733,途中,途中,túzhōng,N,4,8151,túzhōng,途中,,途中|途中[tu2 zhong1]
L4-0734,土地,土地,tǔdì,N,4,8156,tǔdì,土地,,土地|土地[tu3 di4]
L4-0735,推迟,推遲,tuīchí,V,4,8175,tuīchí,推迟,,推遲|推迟[tui1 chi2]
L4-0736,推销,推銷,tuīxiāo,V,4,8188,tuīxiāo,推销,,推銷|推销[tui1 xiao1]
L4-0737,脱,脫,tuō,V,4,8215,tuō,脱,,脫|脱[tuo1]
L4-0738,袜子,襪子,wàzi,N,4,8235,wàzi,袜子,,襪子|袜子[wa4 zi5]
L4-0739,外汇,外匯,wàihuì,N,4,8251,wàihuì,外汇,,外匯|外汇[wai4 hui4]
L4-0740,外交官,外交官,wàijiāoguān,N,4,8254,wàijiāoguān,外交官,,外交官|外交官[wai4 jiao1 guan1]
L4-0741,外套,外套,wàitào,N,4,8264,wàitào,外套,,外套|外套[wai4 tao4]
L4-0742,弯,彎,wān,Adj/V,4,8273,wān,弯,,彎|弯[wan1]
L4-0743,晚点,晚點,wǎndiǎn,,4,8301,wǎn∥diǎn,晚点,,晚點|晚点[wan3 dian3]
L4-0744,万一,萬一,wànyī,N/Conj,4,8316,wànyī,万一,,萬一|万一[wan4 yi1]
L4-0745,王,王,wáng,N,4,8319,wáng,王,,王|王[wang2]
L4-0746,网络,網絡,wǎngluò,N,4,8327,wǎngluò,网络,,網絡|网络[wang3 luo4]
L4-0747,网址,網址,wǎngzhǐ,N,4,8334,wǎngzhǐ,网址,,網址|网址[wang3 zhi3]
L4-0748,微笑,微笑,wēixiào,V,4,8371,wēixiào,微笑,,微笑|微笑[wei1 xiao4]
L4-0749,微信,微信,wēixìn,N,4,8372,wēixìn,微信,,微信|微信[Wei1 xin4]
L4-0750,围巾,圍巾,wéijīn,N,4,8388,wéijīn,围巾,,圍巾|围巾[wei2 jin1]
L4-0751,维持,維持,wéichí,V,4,8394,wéichí,维持,,維持|维持[wei2 chi2]
L4-0752,维护,維護,wéihù,V,4,8395,wéihù,维护,,維護|维护[wei2 hu4]
L4-0753,维修,維修,wéixiū,V,4,8397,wéixiū,维修,,維修|维修[wei2 xiu1]
L4-0754,尾巴,尾巴,wěiba,N,4,8401,wěiba,尾巴,,尾巴|尾巴[wei3 ba5]
L4-0755,未必,未必,wèibì,Adv,4,8421,wèibì,未必,,未必|未必[wei4 bi4]
L4-0756,未来,未來,wèilái,N,4,8424,wèilái,未来,,未來|未来[wei4 lai2]
L4-0757,位于,位於,wèiyú,V,4,8428,wèiyú,位于,,位於|位于[wei4 yu2]
L4-0758,位置,位置,wèizhì,N,4,8429,wèi·zhì,位置,,位置|位置[wei4 zhi5]
L4-0759,味儿,味兒,wèir,N,4,8433,wèir,味儿,,味兒|味儿[wei4 r5]
L4-0760,喂,餵,wèi,V,4,8439,wèi,喂（动）,,餵|喂[wei4]
L4-0761,稳,穩,wěn,Adj,4,8477,wěn,稳,,穩|稳[wen3]
L4-0762,稳定,穩定,wěndìng,Adj,4,8478,wěndìng,稳定,,穩定|稳定[wen3 ding4]
L4-0763,问候,問候,wènhòu,V,4,8484,wènhòu,问候,,問候|问候[wen4 hou4]
L4-0764,无,無,wú,V,4,8506,wú,无,,無|无[wu2]
L4-0765,无法,無法,wúfǎ,V,4,8513,wúfǎ,无法,,無法|无法[wu2 fa3]
L4-0766,无聊,無聊,wúliáo,Adj,4,8528,wúliáo,无聊,,無聊|无聊[wu2 liao2]
L4-0767,无论,無論,wúlùn,Conj,4,8529,wúlùn,无论,,無論|无论[wu2 lun4]
L4-0768,无数,無數,wúshù,Adj,4,8537,wúshù,无数,,無數|无数[wu2 shu4]
L4-0769,无所谓,無所謂,wúsuǒwèi,V,4,8540,wúsuǒwèi,无所谓,,無所謂|无所谓[wu2 suo3 wei4]
L4-0770,无限,無限,wúxiàn,Adj,4,8544,wúxiàn,无限,,無限|无限[wu2 xian4]
L4-0771,五颜六色,五顏六色,wǔyán-liùsè,,4,8560,wǔyán-liùsè,五颜六色,,五顏六色|五颜六色[wu3 yan2 liu4 se4]
L4-0772,误会,誤會,wùhuì,V/N,4,8588,wùhuì,误会,,誤會|误会[wu4 hui4]
L4-0773,西瓜,西瓜,xīguā,N,4,8599,xī·guā,西瓜,,西瓜|西瓜[xi1 gua1]
L4-0774,吸,吸,xī,V,4,8604,xī,吸,,吸|吸[xi1]
L4-0775,吸管,吸管,xīguǎn,N,4,8606,xīguǎn,吸管,,吸管|吸管[xi1 guan3]
L4-0776,吸收,吸收,xīshōu,V,4,8609,xīshōu,吸收,,吸收|吸收[xi1 shou1]
L4-0777,吸烟,吸煙,xīyān,V,4,8610,xīyān,吸烟,,吸煙|吸烟[xi1 yan1]
L4-0778,吸引,吸引,xīyǐn,V,4,8611,xīyǐn,吸引,,吸引|吸引[xi1 yin3]
L4-0779,喜爱,喜愛,xǐ'ài,V,4,8638,xǐ'ài,喜爱,,喜愛|喜爱[xi3 ai4]
L4-0780,系列,系列,xìliè,N,4,8654,xìliè,系列,,系列|系列[xi4 lie4]
L4-0781,系统,系統,xìtǒng,N/Adj,4,8655,xìtǒng,系统,,系統|系统[xi4 tong3]
L4-0782,细,細,xì,Adj,4,8656,xì,细,,細|细[xi4]
L4-0783,细节,細節,xìjié,N,4,8658,xìjié,细节,,細節|细节[xi4 jie2]
L4-0784,细致,細緻,xìzhì,Adj,4,8663,xìzhì,细致,,細緻|细致[xi4 zhi4]
L4-0785,下个月,下個月,xià ge yuè,,4,8680,xià ge yuè,下个月,,下個月|下个月[xia4 ge4 yue4]
L4-0786,下降,下降,xiàjiàng,V,4,8684,xiàjiàng,下降,,下降|下降[xia4 jiang4]
L4-0787,下楼,下樓,xià lóu,,4,8689,xià lóu,下楼,,下樓|下楼[xia4 lou2]
L4-0788,下载,下載,xiàzài,V,4,8708,xiàzài,下载,,下載|下载[xia4 zai3]
L4-0789,夏季,夏季,xiàjì,N,4,8714,xiàjì,夏季,,夏季|夏季[xia4 ji4]
L4-0790,鲜,鮮,xiān,Adj,4,8730,xiān,鲜,,鮮|鲜[xian1]
L4-0791,鲜花,鮮花,xiānhuā,N,4,8731,xiānhuā,鲜花,,鮮花|鲜花[xian1 hua1]
L4-0792,鲜明,鮮明,xiānmíng,Adj,4,8734,xiānmíng,鲜明,,鮮明|鲜明[xian1 ming2]
L4-0793,咸,鹹,xián,Adj,4,8739,xián,咸,,鹹|咸[xian2]
L4-0794,显著,顯著,xiǎnzhù,Adj,4,8754,xiǎnzhù,显著,,顯著|显著[xian3 zhu4]
L4-0795,县,縣,xiàn,N,4,8756,xiàn,县,,縣|县[xian4]
L4-0796,限制,限制,xiànzhì,V/N,4,8772,xiànzhì,限制,,限制|限制[xian4 zhi4]
L4-0797,相处,相處,xiāngchǔ,V,4,8794,xiāngchǔ,相处,,相處|相处[xiang1 chu3]
L4-0798,相反,相反,xiāngfǎn,Adj/Conj,4,8801,xiāngfǎn,相反,,相反|相反[xiang1 fan3]
L4-0799,箱,箱,xiāng,M,4,8825,xiāng,箱,,箱|箱[xiang1]
L4-0800,箱子,箱子,xiāngzi,N,4,8826,xiāngzi,箱子,,箱子|箱子[xiang1 zi5]
L4-0801,想念,想念,xiǎngniàn,V,4,8845,xiǎngniàn,想念,,想念|想念[xiang3 nian4]
L4-0802,想象,想象,xiǎngxiàng,N/V,4,8847,xiǎngxiàng,想象,,想象|想象[xiang3 xiang4]
L4-0803,项,項,xiàng,M,4,8855,xiàng,项,,項|项[xiang4]
L4-0804,项目,項目,xiàngmù,N,4,8857,xiàngmù,项目,,項目|项目[xiang4 mu4]
L4-0805,相片,相片,xiàngpiàn,N,4,8859,xiàngpiàn,相片,,相片|相片[xiang4 pian4]
L4-0806,消化,消化,xiāohuà,V,4,8876,xiāohuà,消化,,消化|消化[xiao1 hua4]
L4-0807,销售,銷售,xiāoshòu,V,4,8886,xiāoshòu,销售,,銷售|销售[xiao1 shou4]
L4-0808,小吃,小吃,xiǎochī,N,4,8890,xiǎochī,小吃,,小吃|小吃[xiao3 chi1]
L4-0809,小伙子,小伙子,xiǎohuǒzi,N,4,8895,xiǎohuǒzi,小伙子,,小伙子|小伙子[xiao3 huo3 zi5]
L4-0810,小型,小型,xiǎoxíng,Adj,4,8916,xiǎoxíng,小型,,小型|小型[xiao3 xing2]
L4-0811,效率,效率,xiàolǜ,N,4,8937,xiàolǜ,效率,,效率|效率[xiao4 lu:4]
L4-0812,些,些,xiē,M,4,8940,xiē,些,,些|些[xie1]
L4-0813,心理,心理,xīnlǐ,N,4,8982,xīnlǐ,心理,,心理|心理[xin1 li3]
L4-0814,新郎,新郎,xīnláng,N,4,9015,xīnláng,新郎,,新郎|新郎[xin1 lang2]
L4-0815,新娘,新娘,xīnniáng,N,4,9017,xīnniáng,新娘,,新娘|新娘[xin1 niang2]
L4-0816,新鲜,新鮮,xīnxiān,Adj,4,9024,xīn·xiān,新鲜,,新鮮|新鲜[xin1 xian1]
L4-0817,新型,新型,xīnxíng,Adj,4,9026,xīnxíng,新型,,新型|新型[xin1 xing2]
L4-0818,兴奋,興奮,xīngfèn,Adj,4,9045,xīngfèn,兴奋,,興奮|兴奋[xing1 fen4]
L4-0819,形容,形容,xíngróng,V,4,9070,xíngróng,形容,,形容|形容[xing2 rong2]
L4-0820,形势,形勢,xíngshì,N,4,9072,xíngshì,形势,,形勢|形势[xing2 shi4]
L4-0821,型,型,xíng,N,4,9078,xíng,型,,型|型[xing2]
L4-0822,型号,型號,xínghào,N,4,9079,xínghào,型号,,型號|型号[xing2 hao4]
L4-0823,醒,醒,xǐng,V,4,9080,xǐng,醒,,醒|醒[xing3]
L4-0824,兴趣,興趣,xìngqù,N,4,9085,xìngqù,兴趣,,興趣|兴趣[xing4 qu4]
L4-0825,性质,性質,xìngzhì,N,4,9100,xìngzhì,性质,,性質|性质[xing4 zhi4]
L4-0826,兄弟,兄弟,xiōngdì,N,4,9110,xiōngdì,兄弟,,兄弟|兄弟[xiong1 di4]
L4-0827,胸部,胸部,xiōngbù,N,4,9112,xiōngbù,胸部,,胸部|胸部[xiong1 bu4]
L4-0828,修理,修理,xiūlǐ,V,4,9133,xiūlǐ,修理,,修理|修理[xiu1 li3]
L4-0829,选择,選擇,xuǎnzé,V/N,4,9198,xuǎnzé,选择,,選擇|选择[xuan3 ze2]
L4-0830,学分,學分,xuéfēn,N,4,9205,xuéfēn,学分,,學分|学分[xue2 fen1]
L4-0831,学年,學年,xuénián,N,4,9209,xuénián,学年,,學年|学年[xue2 nian2]
L4-0832,学时,學時,xuéshí,N,4,9212,xuéshí,学时,,學時|学时[xue2 shi2]
L4-0833,学术,學術,xuéshù,N,4,9214,xuéshù,学术,,學術|学术[xue2 shu4]
L4-0834,学问,學問,xuéwen,N,4,9218,xuéwen,学问,,學問|学问[xue2 wen4]
L4-0835,寻找,尋找,xúnzhǎo,V,4,9243,xúnzhǎo,寻找,,尋找|寻找[xun2 zhao3]
L4-0836,迅速,迅速,xùnsù,Adj,4,9250,xùnsù,迅速,,迅速|迅速[xun4 su4]
L4-0837,牙,牙,yá,N,4,9265,yá,牙,,牙|牙[ya2]
L4-0838,牙刷,牙刷,yáshuā,N,4,9268,yáshuā,牙刷,,牙刷|牙刷[ya2 shua1]
L4-0839,亚运会,亞運會,Yàyùnhuì,N,4,9272,Yàyùnhuì,亚运会,,亞運會|亚运会[Ya4 yun4 hui4]
L4-0840,呀,呀,ya,Aux,4,9273,ya,呀,,呀|呀[ya5]
L4-0841,延长,延長,yáncháng,V,4,9281,yáncháng,延长,,延長|延长[yan2 chang2]
L4-0842,延期,延期,yánqī,,4,9283,yán∥qī,延期,,延期|延期[yan2 qi1]
L4-0843,延续,延續,yánxù,V,4,9286,yánxù,延续,,延續|延续[yan2 xu4]
L4-0844,严,嚴,yán,Adj,4,9287,yán,严,,嚴|严[yan2]
L4-0845,严格,嚴格,yángé,Adj/V,4,9288,yángé,严格,,嚴格|严格[yan2 ge2]
L4-0846,严重,嚴重,yánzhòng,Adj,4,9295,yánzhòng,严重,,嚴重|严重[yan2 zhong4]
L4-0847,研究,研究,yánjiū,V,4,9310,yánjiū,研究,,研究|研究[yan2 jiu1]
L4-0848,研究生,研究生,yánjiūshēng,N,4,9311,yánjiūshēng,研究生,,研究生|研究生[yan2 jiu1 sheng1]
L4-0849,研制,研製,yánzhì,V,4,9314,yánzhì,研制,,研製|研制[yan2 zhi4]
L4-0850,盐,鹽,yán,N,4,9315,yán,盐,,鹽|盐[yan2]
L4-0851,眼镜,眼鏡,yǎnjìng,N,4,9327,yǎnjìng,眼镜,,眼鏡|眼镜[yan3 jing4]
L4-0852,眼泪,眼淚,yǎnlèi,N,4,9329,yǎnlèi,眼泪,,眼淚|眼泪[yan3 lei4]
L4-0853,眼里,眼裡,yǎnli,N,4,9330,yǎnli,眼里,,
L4-0854,演讲,演講,yǎnjiǎng,V,4,9342,yǎnjiǎng,演讲,,演講|演讲[yan3 jiang3]
L4-0855,阳台,陽臺,yángtái,N,4,9366,yángtái,阳台,,陽臺|阳台[yang2 tai2]
L4-0856,养成,養成,yǎngchéng,V,4,9373,yǎngchéng,养成,,養成|养成[yang3 cheng2]
L4-0857,腰,腰,yāo,N,4,9389,yāo,腰,,腰|腰[yao1]
L4-0858,摇,搖,yáo,V,4,9394,yáo,摇,,搖|摇[yao2]
L4-0859,药物,藥物,yàowù,N,4,9411,yàowù,药物,,藥物|药物[yao4 wu4]
L4-0860,要,要,yào,Conj,4,9413,yào,要（连）,,要|要[yao4]
L4-0861,业余,業餘,yèyú,Adj,4,9447,yèyú,业余,,業餘|业余[ye4 yu2]
L4-0862,叶子,葉子,yèzi,N,4,9448,yèzi,叶子,,葉子|叶子[ye4 zi5]
L4-0863,医疗,醫療,yīliáo,V,4,9470,yīliáo,医疗,,醫療|医疗[yi1 liao2]
L4-0864,医学,醫學,yīxué,N,4,9473,yīxué,医学,,醫學|医学[yi1 xue2]
L4-0865,依靠,依靠,yīkào,V/N,4,9481,yīkào,依靠,,依靠|依靠[yi1 kao4]
L4-0866,依然,依然,yīrán,Adv,4,9483,yīrán,依然,,依然|依然[yi1 ran2]
L4-0867,一律,一律,yīlǜ,Adv,4,9516,yílǜ,一律,,一律|一律[yi1 lu:4]
L4-0868,一再,一再,yīzài,Adv,4,9529,yízài,一再,,一再|一再[yi1 zai4]
L4-0869,一致,一致,yīzhì,Adj/Adv,4,9531,yízhì,一致,,一致|一致[yi1 zhi4]
L4-0870,移,移,yí,V,4,9537,yí,移,,移|移[yi2]
L4-0871,移动,移動,yídòng,V,4,9538,yídòng,移动,,移動|移动[yi2 dong4]
L4-0872,移民,移民,yímín,V/N,4,9540,yímín,移民,,移民|移民[yi2 min2]
L4-0873,遗产,遺產,yíchǎn,N,4,9542,yíchǎn,遗产,,遺產|遗产[yi2 chan3]
L4-0874,遗传,遺傳,yíchuán,V,4,9543,yíchuán,遗传,,遺傳|遗传[yi2 chuan2]
L4-0875,疑问,疑問,yíwèn,N,4,9556,yíwèn,疑问,,疑問|疑问[yi2 wen4]
L4-0876,以及,以及,yǐjí,Conj,4,9563,yǐjí,以及,,以及|以及[yi3 ji2]
L4-0877,以内,以內,yǐnèi,N,4,9566,yǐnèi,以内,,以內|以内[yi3 nei4]
L4-0878,一般来说,一般來說,yībānláishuō,,4,9580,yìbānláishuō,一般来说,,一般來說|一般来说[yi1 ban1 lai2 shuo1]
L4-0879,义务,義務,yìwù,N,4,9634,yìwù,义务,,義務|义务[yi4 wu4]
L4-0880,议论,議論,yìlùn,V/N,4,9640,yìlùn,议论,,議論|议论[yi4 lun4]
L4-0881,引,引,yǐn,V,4,9698,yǐn,引,,引|引[yin3]
L4-0882,引导,引導,yǐndǎo,V,4,9699,yǐndǎo,引导,,引導|引导[yin3 dao3]
L4-0883,引进,引進,yǐnjìn,V,4,9701,yǐnjìn,引进,,引進|引进[yin3 jin4]
